Record_ID,Annual_Rainfall,Rainfall_Category,Fertilizer,Fertilizer_per_Area,Pesticide,Pesticide_per_Area,Year_Group
422,1434,Medium,22287.3,106.13,56.7,0.27,1997-2000
423,1434,Medium,234971.82,106.13,597.78,0.2699999999999999,1997-2000
424,1434,Medium,318.39,106.13,0.81,0.27,1997-2000
425,1434,Medium,37888.41,106.13,96.39,0.27,1997-2000
426,1434,Medium,1167.43,106.13,2.97,0.27,1997-2000
427,1434,Medium,14115.29,106.13,35.91,0.2699999999999999,1997-2000
428,1434,Medium,95304.74,106.13,242.46,0.27,1997-2000
429,1434,Medium,318.39,106.13,0.81,0.27,1997-2000
430,1434,Medium,260336.89,106.13,662.31,0.2699999999999999,1997-2000
431,1434,Medium,1485.82,106.13,3.78,0.2699999999999999,1997-2000
432,1434,Medium,6686.19,106.13,17.01,0.27,1997-2000
433,1434,Medium,2417703465.585,106.13,33.48,0.2699999999999999,1997-2000
434,1434,Medium,2417703465.585,106.13,17.28,0.27,1997-2000
435,1434,Medium,2700371.72,106.13,6869.88,0.27,1997-2000
436,1434,Medium,296951.74,106.13,755.46,0.27,1997-2000
437,1434,Medium,38737.45,106.13,98.55,0.27,1997-2000
438,1434,Medium,335264.67,106.13,852.93,0.2699999999999999,1997-2000
439,2318,High,814760.01,106.13,2072.79,0.27,1997-2000
440,2318,High,326562.01,106.13,830.79,0.2699999999999999,1997-2000
441,2318,High,15494.98,106.13,39.42,0.27,1997-2000
442,2318,High,538822.01,106.13,1370.79,0.27,1997-2000
443,2318,High,305123.75,106.13,776.25,0.27,1997-2000
444,2318,High,3714.55,106.13,9.45,0.2699999999999999,1997-2000
445,2318,High,2417703465.585,106.13,6538.32,0.2699999999999999,1997-2000
446,2318,High,79597.5,106.13,202.5,0.27,1997-2000
447,2318,High,2417703465.585,106.13,4549.23,0.2699999999999999,1997-2000
448,2318,High,4913076.09,106.13,12499.11,0.27,1997-2000
449,2318,High,972681.45,106.13,2474.55,0.27,1997-2000
450,2318,High,2824968.34,106.13,7186.86,0.2699999999999999,1997-2000
451,2318,High,509848.52,106.13,1297.08,0.2699999999999999,1997-2000
452,2318,High,647180.74,106.13,1646.46,0.27,1997-2000
453,2318,High,2417703465.585,106.13,6272.91,0.27,1997-2000
454,2318,High,459118.38,106.13,1168.02,0.27,1997-2000
455,2318,High,122686.28,106.13,312.12,0.27,1997-2000
456,2318,High,65155647.99,106.13,165759.21,0.2699999999999999,1997-2000
457,2318,High,2450647.83,106.13,6234.57,0.2699999999999999,1997-2000
458,2318,High,1045911.15,106.13,2660.85,0.27,1997-2000
459,2318,High,3728240.77,106.13,9484.83,0.27,1997-2000
460,2318,High,2417703465.585,106.13,15865.2,0.27,1997-2000
461,2318,High,940736.32,106.13,2393.28,0.27,1997-2000
462,2318,High,61343.14,106.13,156.06,0.27,1997-2000
463,2318,High,252058.75,106.13,641.25,0.27,1997-2000
464,2318,High,843415.11,106.13,2145.69,0.27,1997-2000
465,2318,High,714573.29,106.13,1817.91,0.27,1997-2000
466,2318,High,83099.79,106.13,211.41,0.27,1997-2000
467,2318,High,747261.33,106.13,1901.07,0.27,1997-2000
468,2318,High,262990.14,106.13,669.06,0.2699999999999999,1997-2000
469,2318,High,33258276.49,106.13,84610.71,0.27,1997-2000
470,2318,High,1325457.57,106.13,3372.03,0.27,1997-2000
471,2318,High,2417703465.585,106.13,93409.47,0.27,1997-2000
472,2318,High,45333960.15,106.13,115331.85,0.27,1997-2000
473,2318,High,156471491.9,106.1299999728692,398071.26,0.27,1997-2000
474,2318,High,2417703465.585,106.13000000470704,1147215.42,0.2699999999999999,1997-2000
475,2318,High,2417703465.585,106.13,16.2,0.2699999999999999,1997-2000
476,2318,High,153676.24,106.13,390.96,0.2699999999999999,1997-2000
477,2318,High,11355.91,106.13,28.89,0.27,1997-2000
478,2318,High,94561.83,106.13,240.57,0.27,1997-2000
479,2318,High,10829929.72,106.13,27551.88,0.27,1997-2000
480,2318,High,266386.3,106.13,677.7,0.27,1997-2000
481,2318,High,392893.26,106.13,999.54,0.27,1997-2000
482,2318,High,159725.65,106.13,406.35,0.27,1997-2000
483,2318,High,77474.9,106.13,197.1,0.27,1997-2000
484,2318,High,2428572.79,106.13,6178.41,0.27,1997-2000
485,2318,High,15919.5,106.13,40.5,0.27,1997-2000
486,2318,High,1214339.46,106.13,3089.34,0.27,1997-2000
487,2318,High,1409724.79,106.13,3586.41,0.2699999999999999,1997-2000
488,2318,High,6394757.02,106.13,16268.58,0.27,1997-2000
489,2318,High,1966270.51,106.13,5002.29,0.27,1997-2000
490,2318,High,38647770.15,106.13,98321.85,0.27,1997-2000
491,935,Low,25720.54,98.17,68.12,0.26,1997-2000
492,935,Low,49808120.22,98.17,131915.16,0.26,1997-2000
493,935,Low,598640.66,98.17,1585.48,0.26,1997-2000
494,935,Low,12710560.75,98.17,33663.5,0.26,1997-2000
495,935,Low,1396860.93,98.17,3699.54,0.26,1997-2000
496,935,Low,4815336.67,98.17,12753.26,0.26,1997-2000
497,935,Low,14265573.55,98.17,37781.9,0.26,1997-2000
498,935,Low,39126733.37,98.17,103625.86,0.26,1997-2000
499,935,Low,10076757.82,98.17,26687.96,0.26,1997-2000
500,935,Low,5737152.97,98.17,15194.66,0.26,1997-2000
501,935,Low,2417703465.585,98.1700000293622,265647.46,0.26,1997-2000
502,935,Low,18037853.97,98.17,47772.66,0.26,1997-2000
503,935,Low,5326900.54,98.17,14108.12,0.26,1997-2000
504,935,Low,228637.93,98.17,605.54,0.26,1997-2000
505,935,Low,9817.0,98.17,26.0,0.26,1997-2000
506,935,Low,19708903.71,98.17,52198.38,0.26,1997-2000
507,935,Low,157204431.3,98.1699999812658,416350.74,0.26,1997-2000
508,935,Low,26748183.56,98.17,70841.68,0.2599999999999999,1997-2000
509,935,Low,1357102.08,98.17,3594.24,0.26,1997-2000
510,935,Low,6360336.13,98.17,16845.14,0.26,1997-2000
511,935,Low,32635143.95,98.17,86433.1,0.26,1997-2000
512,935,Low,33818877.81,98.17,89568.18,0.2599999999999999,1997-2000
513,935,Low,538560.62,98.17,1426.36,0.26,1997-2000
514,935,Low,42266504.48,98.17,111941.44,0.26,1997-2000
515,935,Low,9534564.91,98.17,25251.98,0.26,1997-2000
516,935,Low,7639883.91,98.17,20233.98,0.26,1997-2000
517,935,Low,38484308.89,98.17,101924.42,0.26,1997-2000
518,935,Low,12601592.05,98.17,33374.9,0.26,1997-2000
519,935,Low,1811432.84,98.17,4797.52,0.26,1997-2000
520,935,Low,1674583.86,98.17,4435.08,0.26,1997-2000
521,935,Low,1300556.16,98.17,3444.48,0.26,1997-2000
522,935,Low,1394014.0,98.17,3692.0,0.26,1997-2000
523,935,Low,1948674.5,98.17,5161.0,0.26,1997-2000
524,935,Low,244345.13,98.17,647.14,0.26,1997-2000
525,935,Low,8196409.64,98.17,21707.92,0.2599999999999999,1997-2000
526,935,Low,1547159.2,98.17,4097.6,0.26,1997-2000
527,935,Low,439997.94,98.17,1165.32,0.26,1997-2000
528,935,Low,294870578.4,98.16999999667074,780954.98,0.26,1997-2000
529,935,Low,121637833.0,98.16999999192932,322153.78,0.26,1997-2000
530,935,Low,1590157.66,98.17,4211.48,0.2599999999999999,1997-2000
531,935,Low,14110661.29,98.17,37371.62,0.26,1997-2000
532,935,Low,2417703465.585,98.17,10157.16,0.26,1997-2000
533,935,Low,6358078.22,98.17,16839.16,0.26,1997-2000
534,935,Low,192511.37,98.17,509.86,0.26,1997-2000
535,935,Low,23281015.5,98.17,61659.0,0.26,1997-2000
536,935,Low,19365112.37,98.17,51287.86,0.26,1997-2000
537,935,Low,190253.46,98.17,503.88,0.26,1997-2000
538,935,Low,2111244.02,98.17,5591.56,0.26,1997-2000
539,935,Low,12383556.48,98.17,32797.44,0.26,1997-2000
540,935,Low,9760355.91,98.17,25849.98,0.26,1997-2000
541,935,Low,44752168.88,98.17,118524.64,0.26,1997-2000
542,935,Low,1400002.37,98.17,3707.86,0.26,1997-2000
543,1965,Medium,7189676.29,98.17,19041.62,0.26,1997-2000
544,1965,Medium,714677.6,98.17,1892.8,0.26,1997-2000
545,1965,Medium,4175562.78,98.17,11058.84,0.26,1997-2000
546,1965,Medium,163158.54,98.17,432.12,0.26,1997-2000
547,1965,Medium,2053029.21,98.17,5437.38,0.26,1997-2000
548,1965,Medium,164238.41,98.17,434.98,0.26,1997-2000
549,1965,Medium,1441920.96,98.17,3818.88,0.26,1997-2000
550,1965,Medium,261230.37,98.17,691.86,0.26,1997-2000
551,1965,Medium,6824091.21,98.17,18073.38,0.26,1997-2000
552,1965,Medium,1001923.02,98.17,2653.56,0.26,1997-2000
553,1965,Medium,1987058.97,98.17,5262.66,0.26,1997-2000
554,1433,Medium,495660.33,98.17,1312.74,0.26,1997-2000
555,1965,Medium,887849.48,98.17,2351.44,0.26,1997-2000
556,1965,Medium,722433.03,98.17,1913.34,0.26,1997-2000
557,1965,Medium,9961702.58,98.17,26383.24,0.26,1997-2000
558,1433,Medium,7903077.68,98.17,20931.04,0.26,1997-2000
559,1433,Medium,26943640.03,98.17,71359.34,0.26,1997-2000
560,1965,Medium,52978913.05,98.17,140312.9,0.26,1997-2000
561,1965,Medium,32322963.35,98.17,85606.3,0.26,1997-2000
562,1965,Medium,174473319.7,98.17000000562663,462086.82,0.26,1997-2000
563,1965,Medium,1468623.2,98.17,3889.6,0.26,1997-2000
564,1965,Medium,1039718.47,98.17,2753.66,0.26,1997-2000
565,1965,Medium,2627814.56,98.17,6959.68,0.26,1997-2000
566,1965,Medium,859674.69,98.17,2276.82,0.26,1997-2000
567,1965,Medium,280668.03,98.17000000000002,743.34,0.26,1997-2000
568,1965,Medium,125461.26,98.17,332.28,0.2599999999999999,1997-2000
569,1433,Medium,1141324.42,98.17,3022.76,0.26,1997-2000
570,1433,Medium,6901449.17,98.17,18278.26,0.2599999999999999,1997-2000
571,3886,Very High,157072.0,98.17,416.0,0.26,1997-2000
572,3886,Very High,196340.0,98.17,520.0,0.26,1997-2000
573,3886,Very High,47121.6,98.17,124.8,0.26,1997-2000
574,3886,Very High,5278306.39,98.17,13979.42,0.26,1997-2000
575,3886,Very High,2456704.25,98.17,6506.5,0.26,1997-2000
576,3886,Very High,35341.2,98.17,93.6,0.26,1997-2000
577,3886,Very High,139499.57,98.17,369.46,0.26,1997-2000
578,3886,Very High,993578.57,98.17,2631.46,0.26,1997-2000
579,3886,Very High,63810.5,98.17,169.0,0.26,1997-2000
580,3886,Very High,49085.0,98.17,130.0,0.26,1997-2000
581,3886,Very High,4024970.0,98.17,10660.0,0.26,1997-2000
582,3886,Very High,1591041.19,98.17,4213.82,0.26,1997-2000
583,3886,Very High,2417703465.585,98.17,325.0,0.26,1997-2000
584,1213,Medium,11691359.81,98.17,30964.18,0.26,1997-2000
585,1213,Medium,57209843.71,98.17,151518.38,0.26,1997-2000
586,1213,Medium,45261082.16,98.17,119872.48,0.26,1997-2000
587,1213,Medium,15707.2,98.17,41.6,0.26,1997-2000
588,1213,Medium,89629.21,98.17,237.38,0.26,1997-2000
589,1213,Medium,3468836.95,98.17,9187.1,0.26,1997-2000
590,1213,Medium,711634.33,98.17,1884.74,0.26,1997-2000
591,1213,Medium,1951717.77,98.17,5169.06,0.26,1997-2000
592,1213,Medium,2981030.22,98.17,7895.16,0.26,1997-2000
593,1213,Medium,32984727.32,98.17,87358.96,0.26,1997-2000
594,1213,Medium,964912.93,98.17,2555.54,0.26,1997-2000
595,1213,Medium,54166573.71,98.17,143458.38,0.26,1997-2000
596,1213,Medium,16975360.06,98.17,44958.68,0.26,1997-2000
597,1213,Medium,2417703465.585,98.17,1546.74,0.26,1997-2000
598,1213,Medium,1056112.86,98.17000000000002,2797.08,0.26,1997-2000
599,1213,Medium,36271164.41,98.17,96062.98,0.26,1997-2000
600,1213,Medium,86744091.87,98.17,229738.86,0.26,1997-2000
601,1213,Medium,17651358.68,98.17,46749.04,0.26,1997-2000
602,1213,Medium,15899515.03,98.17,42109.34,0.2599999999999999,1997-2000
603,1213,Medium,13077520.21,98.17,34635.38,0.2599999999999999,1997-2000
604,1213,Medium,2417703465.585,98.17,104770.12,0.26,1997-2000
605,1213,Medium,134828837.7,98.16999997087566,357089.72,0.2599999999999999,1997-2000
606,1213,Medium,577043.26,98.17,1528.28,0.26,1997-2000
607,1213,Medium,1704722.05,98.17,4514.9,0.2599999999999999,1997-2000
608,1213,Medium,58891495.81,98.17,155972.18,0.26,1997-2000
609,1213,Medium,5673931.49,98.17,15027.22,0.26,1997-2000
610,1213,Medium,1096068.05,98.17,2902.9,0.26,1997-2000
611,1213,Medium,420952.96,98.17,1114.88,0.26,1997-2000
612,1213,Medium,42738800.35,98.17,113192.3,0.26,1997-2000
613,1213,Medium,1519082.58,98.17,4023.24,0.26,1997-2000
614,1213,Medium,4303969.14,98.17,11398.92,0.26,1997-2000
615,1213,Medium,11815544.86,98.17,31293.08,0.26,1997-2000
616,1213,Medium,3285553.56,98.17,8701.68,0.26,1997-2000
617,1213,Medium,2417703465.585,98.17,44021.12,0.26,1997-2000
618,1213,Medium,3759714.66,98.17,9957.48,0.26,1997-2000
619,1213,Medium,96545875.52,98.17,255698.56,0.26,1997-2000
620,1213,Medium,2794310.88,98.17,7400.64,0.26,1997-2000
621,1213,Medium,1058370.77,98.17,2803.06,0.26,1997-2000
622,1213,Medium,749724.29,98.17,1985.62,0.26,1997-2000
623,1213,Medium,110004295.3,98.1699999732274,291342.74,0.26,1997-2000
624,1213,Medium,5105330.85,98.17,13521.3,0.26,1997-2000
625,1213,Medium,30520267.64,98.17,80831.92,0.26,1997-2000
626,1213,Medium,2417703465.585,98.17,24321.96,0.26,1997-2000
627,1213,Medium,139794.08,98.17,370.24,0.26,1997-2000
628,1213,Medium,9580312.13,98.17,25373.14,0.26,1997-2000
629,1213,Medium,7013951.99,98.17,18576.22,0.26,1997-2000
630,1213,Medium,6140828.01,98.17,16263.78,0.26,1997-2000
631,1213,Medium,40950731.97,98.17,108456.66,0.26,1997-2000
632,1213,Medium,2417703465.585,98.17,48916.4,0.26,1997-2000
633,1213,Medium,25637291.84,98.17,67899.52,0.26,1997-2000
634,1213,Medium,2797746.83,98.17,7409.74,0.26,1997-2000
635,1213,Medium,343693.17,98.17,910.26,0.26,1997-2000
636,1213,Medium,101115.1,98.17,267.8,0.26,1997-2000
637,1213,Medium,6921377.68,98.17,18331.04,0.26,1997-2000
638,1213,Medium,908170.67,98.17,2405.26,0.26,1997-2000
639,1213,Medium,13128175.93,98.17,34769.54,0.26,1997-2000
640,1213,Medium,1170579.08,98.17,3100.24,0.26,1997-2000
641,1213,Medium,26143652.7,98.17,69240.6,0.26,1997-2000
642,2412,High,8576131.2,98.17,22713.6,0.26,1997-2000
643,2412,High,4423442.03,98.17,11715.34,0.26,1997-2000
644,2412,High,19843396.61,98.17,52554.58,0.26,1997-2000
645,2412,High,4053242.96,98.17,10734.88,0.2599999999999999,1997-2000
646,2412,High,9043616.74,98.17,23951.72,0.26,1997-2000
647,2412,High,90884117.11,98.17,240703.58,0.26,1997-2000
648,2412,High,377659.99,98.17,1000.22,0.26,1997-2000
649,2412,High,52815.46,98.17,139.88,0.26,1997-2000
650,2412,High,1139950.04,98.17,3019.12,0.26,1997-2000
651,2412,High,360971.09,98.17,956.02,0.26,1997-2000
652,2412,High,2417703465.585,98.17,120.38,0.26,1997-2000
653,2412,High,191922.35,98.17,508.3,0.26,1997-2000
654,2412,High,12737753.84,98.17,33735.52,0.2599999999999999,1997-2000
655,2412,High,5424677.86,98.17,14367.08,0.26,1997-2000
656,2412,High,15947225.65,98.17,42235.7,0.26,1997-2000
657,2412,High,196536.34,98.17,520.52,0.26,1997-2000
658,2412,High,330538.39,98.17,875.42,0.26,1997-2000
659,2412,High,80106.72,98.17,212.16,0.26,1997-2000
660,2412,High,11251165.53,98.17,29798.34,0.26,1997-2000
661,2412,High,20910.21,98.17,55.38,0.26,1997-2000
662,2412,High,405147.59,98.17,1073.02,0.26,1997-2000
663,6258,Very High,1097933.28,98.17,2907.84,0.26,1997-2000
664,6258,Very High,2417703465.585,98.17,224.38,0.26,1997-2000
665,6258,Very High,527860.09,98.17,1398.02,0.26,1997-2000
666,6258,Very High,2417703465.585,98.17,5.98,0.26,1997-2000
667,6258,Very High,720567.8,98.17,1908.4,0.26,1997-2000
668,6258,Very High,177687.7,98.17,470.6,0.26,1997-2000
669,6258,Very High,766805.87,98.17,2030.86,0.26,1997-2000
670,6258,Very High,45452.71,98.17,120.38,0.26,1997-2000
671,6258,Very High,414277.4,98.17,1097.2,0.26,1997-2000
672,6258,Very High,5301.18,98.17,14.04,0.26,1997-2000
673,6258,Very High,1659662.02,98.17,4395.56,0.26,1997-2000
674,6258,Very High,455017.95,98.17,1205.1,0.2599999999999999,1997-2000
675,6258,Very High,201052.16,98.17,532.48,0.26,1997-2000
676,6258,Very High,1798278.06,98.17,4762.68,0.26,1997-2000
677,6258,Very High,2417703465.585,98.17,1852.76,0.26,1997-2000
678,6258,Very High,10077837.69,98.17,26690.82,0.26,1997-2000
679,6258,Very High,392974.51,98.17,1040.78,0.26,1997-2000
680,6258,Very High,129289.89,98.17,342.42,0.26,1997-2000
681,6258,Very High,274876.0,98.17,728.0,0.26,1997-2000
682,6258,Very High,96501.11,98.17,255.58,0.26,1997-2000
683,6258,Very High,8442.62,98.17000000000002,22.36,0.26,1997-2000
684,6258,Very High,504888.31,98.17,1337.18,0.26,1997-2000
685,6258,Very High,403478.7,98.17,1068.6,0.2599999999999999,1997-2000
686,6258,Very High,68719.0,98.17,182.0,0.26,1997-2000
687,6258,Very High,149512.91,98.17,395.98,0.26,1997-2000
688,6258,Very High,413786.55,98.17,1095.9,0.26,1997-2000
689,1434,Medium,6381.05,98.17,16.9,0.2599999999999999,1997-2000
690,1434,Medium,18259.62,98.17,48.36,0.26,1997-2000
691,1434,Medium,23462.63,98.17,62.14,0.26,1997-2000
692,1434,Medium,1178.04,98.17,3.12,0.26,1997-2000
693,1434,Medium,19830.34,98.17,52.52,0.26,1997-2000
694,1434,Medium,219213.61,98.17,580.58,0.26,1997-2000
695,1434,Medium,98.17,98.17,0.26,0.26,1997-2000
696,1434,Medium,44372.84,98.17,117.52,0.26,1997-2000
697,1434,Medium,981.7,98.17,2.6,0.26,1997-2000
698,1434,Medium,22284.59,98.17,59.02,0.26,1997-2000
699,1434,Medium,115349.75,98.17,305.5,0.26,1997-2000
700,1434,Medium,589.02,98.17,1.56,0.26,1997-2000
701,1434,Medium,2417703465.585,98.17,644.8,0.26,1997-2000
702,1434,Medium,243461.6,98.17,644.8,0.26,1997-2000
703,1434,Medium,1276.21,98.17,3.38,0.26,1997-2000
704,1434,Medium,6282.88,98.17,16.64,0.26,1997-2000
705,1434,Medium,12271.25,98.17,32.5,0.26,1997-2000
706,1434,Medium,6184.71,98.17,16.38,0.26,1997-2000
707,1434,Medium,2417703465.585,98.17,11122.54,0.26,1997-2000
708,1434,Medium,241890.88,98.17,640.64,0.26,1997-2000
709,1434,Medium,33574.14,98.17,88.92,0.26,1997-2000
710,1434,Medium,332992.64,98.17,881.92,0.26,1997-2000
711,1434,Medium,332992.64,98.17,881.92,0.26,1997-2000
712,1907,Medium,763075.41,98.17,2020.98,0.26,1997-2000
713,1907,Medium,2417703465.585,98.17,2305.68,0.26,1997-2000
714,1907,Medium,30727.21,98.17,81.38,0.26,1997-2000
715,1907,Medium,340748.07,98.17,902.46,0.26,1997-2000
716,1907,Medium,9817.0,98.17,26.0,0.26,1997-2000
717,1907,Medium,2417703465.585,98.17,6372.86,0.26,1997-2000
718,1907,Medium,116625.96,98.17,308.88,0.26,1997-2000
719,1907,Medium,2417703465.585,98.17,15989.48,0.26,1997-2000
720,1907,Medium,915729.76,98.17,2425.28,0.26,1997-2000
721,1907,Medium,5368426.45,98.17,14218.1,0.26,1997-2000
722,1907,Medium,198303.4,98.17,525.2,0.26,1997-2000
723,1907,Medium,835721.21,98.17,2213.38,0.26,1997-2000
724,1907,Medium,2526993.97,98.17,6692.66,0.26,1997-2000
725,1907,Medium,423210.87,98.17,1120.86,0.2599999999999999,1997-2000
726,1907,Medium,99740.72,98.17,264.16,0.26,1997-2000
727,1907,Medium,60177620.98,98.17,159378.44,0.26,1997-2000
728,1907,Medium,3928567.06,98.17,10404.68,0.26,1997-2000
729,1907,Medium,2417703465.585,98.17,3085.94,0.26,1997-2000
730,1907,Medium,2417703465.585,98.17,9169.42,0.26,1997-2000
731,1907,Medium,7460330.98,98.17,19758.44,0.26,1997-2000
732,1907,Medium,1069169.47,98.17,2831.66,0.26,1997-2000
733,1907,Medium,2417703465.585,98.17,165.1,0.26,1997-2000
734,1907,Medium,236589.7,98.17,626.6,0.26,1997-2000
735,1907,Medium,804699.49,98.17,2131.22,0.2599999999999999,1997-2000
736,1907,Medium,2417703465.585,98.17,1787.24,0.26,1997-2000
737,1907,Medium,80990.25,98.17,214.5,0.26,1997-2000
738,1907,Medium,2417703465.585,98.17,1907.88,0.26,1997-2000
739,1907,Medium,29418014.88,98.17,77912.64,0.26,1997-2000
740,1907,Medium,2417703465.585,98.17,3289.26,0.26,1997-2000
741,1907,Medium,42801923.66,98.17,113359.48,0.26,1997-2000
742,1907,Medium,38673482.48,98.17,102425.44,0.26,1997-2000
743,1907,Medium,137618731.0,98.17000002140044,364478.66,0.26,1997-2000
744,1907,Medium,357293445.5,98.1700000109904,946279.88,0.26,1997-2000
745,1907,Medium,2846.93,98.17,7.54,0.26,1997-2000
746,1907,Medium,149120.23,98.17,394.94,0.26,1997-2000
747,1907,Medium,2417703465.585,98.17,27861.86,0.26,1997-2000
748,1907,Medium,300498.37,98.17,795.86,0.26,1997-2000
749,1907,Medium,126148.45,98.17,334.1,0.26,1997-2000
750,1907,Medium,52815.46,98.17,139.88,0.26,1997-2000
751,1907,Medium,2121355.53,98.17,5618.34,0.26,1997-2000
752,1907,Medium,24149.82,98.17,63.96,0.26,1997-2000
753,1907,Medium,1026465.52,98.17,2718.56,0.26,1997-2000
754,1907,Medium,1363090.45,98.17,3610.1,0.26,1997-2000
755,1907,Medium,5520393.61,98.17,14620.58,0.26,1997-2000
756,1907,Medium,1360636.2,98.17,3603.6,0.26,1997-2000
757,1907,Medium,41820420.0,98.17,110760.0,0.26,1997-2000
758,928,Low,2417703465.585,102.13,69.68,0.26,2001-2005
759,928,Low,42322774.13,102.13,107744.26,0.26,2001-2005
760,928,Low,555485.07,102.13,1414.14,0.26,2001-2005
761,928,Low,8359442.63,102.13,21281.26,0.2599999999999999,2001-2005
762,928,Low,989026.92,102.13,2517.84,0.26,2001-2005
763,928,Low,5158279.91,102.13,13131.82,0.26,2001-2005
764,928,Low,15050898.1,102.13,38316.2,0.2599999999999999,2001-2005
765,928,Low,28962536.05,102.13,73732.1,0.26,2001-2005
766,928,Low,10646439.72,102.13,27103.44,0.26,2001-2005
767,928,Low,2417703465.585,102.13,15057.38,0.26,2001-2005
768,928,Low,113144924.8,102.1300000361059,288041.52,0.26,2001-2005
769,928,Low,17429607.93,102.13,44371.86,0.26,2001-2005
770,928,Low,5532075.71,102.13,14083.42,0.26,2001-2005
771,928,Low,260125.11,102.13,662.22,0.26,2001-2005
772,928,Low,9293.83,102.13,23.66,0.26,2001-2005
773,928,Low,29115833.18,102.13,74122.36,0.26,2001-2005
774,928,Low,2417703465.585,102.13000003475445,374052.9,0.26,2001-2005
775,928,Low,25783024.89,102.13,65637.78,0.26,2001-2005
776,928,Low,1165507.56,102.13,2967.12,0.26,2001-2005
777,928,Low,7039514.51,102.13,17921.02,0.26,2001-2005
778,928,Low,30568121.78,102.13,77819.56,0.26,2001-2005
779,928,Low,34726548.99,102.13,88405.98,0.26,2001-2005
780,928,Low,599707.36,102.13,1526.72,0.26,2001-2005
781,928,Low,34472245.29,102.13,87758.58,0.26,2001-2005
782,928,Low,9268501.76,102.13,23595.52,0.26,2001-2005
783,928,Low,8062346.46,102.13,20524.92,0.2599999999999999,2001-2005
784,928,Low,34554357.81,102.13,87967.62,0.26,2001-2005
785,928,Low,14063096.74,102.13,35801.48,0.26,2001-2005
786,928,Low,1949661.7,102.13,4963.4,0.2599999999999999,2001-2005
787,928,Low,1811377.68,102.13,4611.36,0.26,2001-2005
788,928,Low,1438909.57,102.13,3663.14,0.26,2001-2005
789,928,Low,2417703465.585,102.13,3575.0,0.26,2001-2005
790,928,Low,1770015.03,102.13,4506.06,0.26,2001-2005
791,928,Low,239801.24,102.13,610.48,0.26,2001-2005
792,928,Low,7019701.29,102.13,17870.58,0.26,2001-2005
793,928,Low,1327077.22,102.13,3378.44,0.26,2001-2005
794,928,Low,250422.76,102.13,637.52,0.26,2001-2005
795,928,Low,247774835.5,102.13000000412188,630778.98,0.26,2001-2005
796,928,Low,142846575.6,102.12999998570074,363655.24,0.26,2001-2005
797,928,Low,2014820.64,102.13,5129.28,0.26,2001-2005
798,928,Low,2417703465.585,102.13,24143.86,0.26,2001-2005
